admin_description,area_code,weekly_payment_gross,weekly_payment_gross_CV,weekly_payment_excluding,weekly_payment_excluding_CV,weekly_payment_basic,weekly_payment_basic_CV,overtime_payment,overtime_payment_CV,hourly_payment,hourly_payment_CV,hourly_payment_excluding,hourly_payment_excluding_CV,annual_payment_gross,annual_payment_gross_CV,annual_payment_incentive,annual_payment_incentive_CV,hours_worked_total,hours_worked_total_CV,hours_worked_basic,hours_worked_basic_CV,hours_worked_overtime,hours_worked_overtime_CV
ualad09:Darlington,E06000005,446.1,8.8,434.4,7.3,415.5,6.7,,,11.63,8.8,11.16,8.3,22.461,7.6,,,37.5,1.7,37.5,0.3,,
ualad09:County Durham,E06000047,466.1,2.7,446.6,2.7,424.4,2.9,56.9,17.0,11.89,2.8,11.80,2.8,24.063,3.2,,,37.5,0.8,37.5,0.1,4.0,15.0
ualad09:Hartlepool,E06000001,475.4,7.7,444.7,6.6,429.4,6.4,,,11.78,6.4,11.75,6.9,24.198,14.0,,,38.4,1.5,37.5,1.1,,
ualad09:Middlesbrough,E06000002,421.9,5.1,407.6,5.1,392.8,5.8,,,11.04,5.3,11.00,5.6,21.708,6.1,,,37.5,1.5,37.5,0.2,,
ualad09:Northumberland,E06000048,479.1,3.5,455.4,3.8,435.4,4.1,,,11.96,3.5,11.91,3.6,25.088,6.5,1.137,19.0,37.5,0.2,37.5,0.1,,
ualad09:Redcar and Cleveland,E06000003,488.1,6.6,454.4,6.7,440.5,5.3,,,12.36,5.6,12.14,5.4,24.344,16.0,,,37.5,1.0,37.5,,,
ualad09:StocktononTees,E06000004,513.7,5.8,489.0,3.9,468.2,3.6,67.0,20.0,13.29,3.8,13.08,3.9,26.595,6.1,,,37.9,1.0,37.5,0.1,,
ualad09:Gateshead,E08000020,475.2,4.3,459.2,3.4,432.5,4.1,,,12.20,4.7,12.02,4.3,24.594,8.7,,,37.5,0.9,37.5,0.3,,
ualad09:Newcastle upon Tyne,E08000021,482.8,4.9,472.3,4.3,456.2,4.0,,,12.45,4.4,12.34,4.6,24.287,5.6,,,37.5,0.3,37.5,0.3,,
ualad09:North Tyneside,E08000022,479.4,4.4,464.0,4.8,449.1,3.9,,,12.66,4.2,12.55,4.0,24.185,9.5,,,37.5,0.3,37.4,0.3,3.8,19.0
ualad09:South Tyneside,E08000023,454.4,7.3,445.4,5.7,421.9,4.7,,,11.94,6.1,11.78,5.6,23.792,6.9,,,37.5,0.7,37.5,0.3,,
ualad09:Sunderland,E08000024,450.6,3.7,421.8,4.2,404.5,3.7,44.5,16.0,11.52,3.8,11.35,3.9,23.705,5.0,,,37.5,0.9,37.5,0.2,3.4,18.0
ualad09:Blackburn with Darwen,E06000008,451.3,6.3,426.7,7.5,399.8,7.4,,,10.90,6.6,10.73,6.9,22.091,8.8,,,37.5,1.1,37.5,0.3,,
ualad09:Blackpool,E06000009,374.0,4.4,360.7,4.7,357.1,4.9,,,9.44,5.0,9.40,5.3,19.943,6.2,,,37.5,1.3,37.4,0.3,,
ualad09:Cheshire East,E06000049,523.6,4.2,516.8,4.0,498.6,4.1,63.6,19.0,13.68,4.0,13.54,3.9,27.349,4.5,,,37.5,0.0,37.5,0.0,3.7,19.0
ualad09:Cheshire West and Chester,E06000050,526.5,4.3,508.0,5.2,490.7,4.2,45.3,16.0,13.42,4.2,13.32,4.2,28.000,6.2,1.374,20.0,37.5,0.2,37.5,0.2,3.3,17.0
ualad09:Halton,E06000006,484.1,6.5,462.1,6.5,444.1,6.4,44.5,20.0,12.37,5.9,12.27,6.1,24.998,6.8,,,37.5,1.2,37.5,0.2,4.1,19.0
ualad09:Warrington,E06000007,496.9,4.4,479.7,4.2,465.1,4.1,60.8,18.0,12.67,4.8,12.70,4.5,25.905,6.2,,,37.5,1.0,37.5,0.0,,
ualad09:Allerdale,E07000026,512.9,6.3,503.5,7.5,483.3,7.9,,,13.22,8.1,13.22,8.1,26.326,13.0,,,38.8,0.5,38.5,0.9,,
ualad09:BarrowinFurness,E07000027,534.8,8.0,500.2,5.8,470.8,5.1,,,13.56,7.4,12.96,7.0,27.627,9.5,,,38.1,1.4,37.0,,,
ualad09:Carlisle,E07000028,440.9,5.1,421.2,5.1,399.0,5.6,,,11.07,5.4,10.88,5.7,22.646,6.0,,,39.0,1.6,37.5,1.0,,
ualad09:Copeland,E07000029,676.7,7.8,657.8,6.9,614.9,5.7,,,16.81,8.3,16.87,7.5,38.368,9.4,,,38.8,,38.8,,,
ualad09:Eden,E07000030,514.0,8.4,482.3,9.2,482.3,8.1,,,11.82,9.4,11.80,10.0,25.672,10.0,,,38.4,2.0,37.7,2.0,,
ualad09:South Lakeland,E07000031,492.6,9.1,481.1,8.3,473.1,7.2,,,12.59,10.0,12.59,10.0,26.245,10.0,,,37.5,1.2,37.5,0.6,,
ualad09:Bolton,E08000001,465.3,4.0,432.5,3.7,418.9,3.3,51.2,19.0,11.50,3.8,11.48,4.0,23.411,5.6,,,37.5,0.6,37.5,0.3,4.3,19.0
ualad09:Bury,E08000002,493.0,4.6,472.0,4.3,457.7,4.3,,,12.45,4.4,12.35,4.6,25.839,6.4,,,37.5,0.1,37.5,0.2,,
ualad09:Manchester,E08000003,463.1,3.0,446.7,3.3,436.8,3.2,,,12.18,3.5,12.18,3.4,24.698,4.8,,,37.5,0.1,37.4,0.3,,
ualad09:Oldham,E08000004,429.9,4.3,412.0,4.3,403.5,3.3,,,10.97,4.2,10.91,4.2,22.080,11.0,,,37.5,1.0,37.5,0.3,,
ualad09:Rochdale,E08000005,458.1,6.6,450.4,6.7,416.3,6.3,,,11.41,5.6,11.40,5.7,23.882,6.5,,,37.5,0.9,37.5,0.2,3.3,16.0
ualad09:Salford,E08000006,460.0,3.3,453.2,3.5,432.7,4.0,,,11.85,3.7,11.83,3.8,23.928,4.2,,,37.5,1.0,37.5,0.0,,
ualad09:Stockport,E08000007,537.1,4.3,530.8,4.5,510.6,4.2,,,13.89,4.2,13.89,4.5,28.014,4.8,,,37.5,0.0,37.5,0.1,,
ualad09:Tameside,E08000008,423.0,3.9,409.9,3.3,399.2,3.3,,,10.93,3.8,10.79,3.7,22.534,5.5,843,20.0,37.5,1.0,37.5,0.2,3.3,20.0
ualad09:Trafford,E08000009,574.2,4.9,557.1,4.7,546.3,4.9,,,14.72,5.1,14.81,5.8,30.751,6.0,,,37.5,0.0,37.5,0.3,,
ualad09:Wigan,E08000010,491.1,4.3,469.5,4.2,439.5,4.0,62.0,19.0,12.02,3.8,11.91,4.3,25.698,5.4,,,37.5,0.9,37.5,0.0,,
ualad09:Burnley,E07000117,470.7,8.6,428.9,9.3,412.2,7.7,,,11.59,9.3,11.24,8.7,23.725,10.0,,,38.2,1.2,37.5,0.9,,
ualad09:Chorley,E07000118,476.2,5.2,454.3,5.5,440.7,4.5,,,12.57,5.8,12.51,6.0,23.881,9.5,,,37.5,0.6,37.5,0.3,,
ualad09:Fylde,E07000119,575.6,11.0,553.0,11.0,549.4,9.6,,,15.26,11.0,15.05,9.6,29.351,12.0,,,37.5,0.6,37.0,0.4,,
ualad09:Hyndburn,E07000120,406.6,7.3,398.6,7.5,377.9,5.8,,,10.73,5.9,10.39,6.6,21.074,12.0,,,37.5,0.6,37.5,0.3,,
ualad09:Lancaster,E07000121,545.5,7.4,527.5,6.6,491.8,7.4,,,13.67,6.4,13.73,6.1,28.672,11.0,,,37.4,0.3,37.0,0.4,,
ualad09:Pendle,E07000122,438.3,6.8,419.5,5.1,410.4,5.7,,,11.45,6.2,11.21,5.6,22.582,7.8,,,37.9,1.0,37.5,0.8,,
ualad09:Preston,E07000123,426.5,6.7,416.4,7.0,390.6,6.5,,,10.95,8.1,10.94,8.0,22.131,8.8,,,37.5,1.0,37.5,0.5,,
ualad09:Ribble Valley,E07000124,535.2,11.0,483.0,10.0,474.4,12.0,,,13.96,12.0,13.96,10.0,26.861,12.0,,,37.5,1.4,37.5,0.5,,
ualad09:Rossendale,E07000125,433.6,10.0,399.6,10.0,398.1,8.7,,,10.23,11.0,10.18,11.0,,,,,37.5,1.8,37.5,1.2,,
ualad09:South Ribble,E07000126,502.7,6.4,488.7,6.2,452.3,6.7,,,12.77,6.3,12.77,6.7,25.797,6.5,,,37.5,1.1,37.5,0.6,3.5,19.0
ualad09:West Lancashire,E07000127,506.0,6.5,497.5,6.4,489.7,5.8,,,12.87,7.4,12.87,6.9,25.918,6.7,,,37.5,1.3,37.5,0.3,,
ualad09:Wyre,E07000128,461.7,9.2,443.2,9.2,424.5,9.0,,,12.08,8.7,12.09,9.6,25.824,13.0,,,37.5,0.8,37.0,0.4,,
ualad09:Knowsley,E08000011,463.8,5.5,429.5,5.7,420.3,5.5,,,11.48,6.0,11.43,5.5,23.316,7.0,,,37.5,0.5,37.5,0.3,,
ualad09:Liverpool,E08000012,474.8,2.6,461.4,2.5,448.4,3.0,46.1,18.0,12.39,3.3,12.38,3.4,24.865,4.9,,,37.5,0.1,37.5,0.3,3.3,17.0
ualad09:Sefton,E08000014,487.6,3.8,479.1,4.0,464.0,4.5,58.7,16.0,12.36,4.2,12.36,4.1,25.328,5.1,,,37.5,0.3,37.5,0.3,4.6,19.0
ualad09:St. Helens,E08000013,450.2,4.8,444.1,4.8,435.3,4.9,,,11.63,5.3,11.63,5.3,24.782,6.6,,,37.5,0.9,37.5,0.3,,
ualad09:Wirral,E08000015,503.1,3.4,487.8,4.3,478.9,3.3,61.4,18.0,13.21,4.3,12.89,4.2,26.712,7.1,,,37.5,0.2,37.5,0.3,5.2,17.0
ualad09:East Riding of Yorkshire,E06000011,502.0,5.1,461.2,3.7,456.7,4.2,59.1,18.0,12.28,4.4,12.27,4.6,26.701,6.8,,,37.5,1.0,37.5,0.0,,
ualad09:Kingston upon Hull. City of,E06000010,433.1,4.0,406.6,4.2,382.3,3.6,63.7,18.0,10.81,3.8,10.72,4.0,22.789,5.0,,,37.5,0.9,37.5,0.1,4.1,20.0
ualad09:North East Lincolnshire,E06000012,466.4,4.6,442.9,5.3,427.6,6.3,63.9,18.0,11.51,5.5,11.41,5.9,24.364,11.0,,,38.5,1.6,37.5,0.9,,
ualad09:North Lincolnshire,E06000013,516.3,4.9,493.4,5.9,456.7,5.3,86.6,18.0,12.33,6.4,12.30,6.4,27.365,5.3,1.880,20.0,39.0,1.6,37.5,1.0,6.5,18.0
ualad09:York,E06000014,526.5,5.0,489.7,5.9,457.2,6.1,,,13.04,5.2,13.00,5.4,27.555,6.5,,,37.5,0.2,37.5,0.3,,
ualad09:Craven,E07000163,431.1,9.8,416.3,8.3,406.6,9.3,,,11.26,8.9,11.12,8.2,23.251,19.0,,,37.5,1.4,37.5,0.7,,
ualad09:Hambleton,E07000164,431.8,11.0,418.9,8.7,404.6,9.9,,,11.13,9.2,11.13,9.1,25.275,11.0,,,37.5,1.4,37.5,1.3,,
ualad09:Harrogate,E07000165,507.4,5.8,479.6,7.2,475.8,7.4,,,12.64,7.4,12.65,7.5,26.587,8.9,,,37.5,1.1,37.5,0.1,,
ualad09:Richmondshire,E07000166,491.6,13.0,439.1,13.0,439.1,13.0,,,11.91,14.0,11.59,16.0,,,,,37.6,2.0,37.5,1.9,,
ualad09:Ryedale,E07000167,412.2,11.0,388.4,9.3,370.2,10.0,,,10.30,13.0,10.30,14.0,21.556,14.0,,,37.6,2.0,37.5,1.4,,
ualad09:Scarborough,E07000168,448.6,6.3,424.1,6.4,413.3,4.5,,,10.73,6.1,10.58,6.0,23.746,11.0,,,37.5,1.6,37.5,1.0,,
ualad09:Selby,E07000169,532.8,6.8,509.2,6.4,495.6,7.0,,,13.26,7.8,13.25,7.5,26.892,7.4,,,37.5,1.1,37.5,0.6,,
ualad09:Barnsley,E08000016,479.7,4.6,458.3,4.8,429.9,3.8,,,12.35,4.7,12.20,4.5,24.313,6.5,,,37.7,1.0,37.5,0.3,,
ualad09:Doncaster,E08000017,461.9,3.3,443.8,3.7,418.6,4.2,,,11.48,4.1,11.35,3.9,24.266,5.1,,,38.0,1.1,37.5,0.3,,
ualad09:Rotherham,E08000018,447.6,4.9,427.4,4.2,414.2,3.6,,,11.15,4.6,11.01,4.0,24.810,6.7,,,38.7,1.0,37.5,1.0,5.5,20.0
ualad09:Sheffield,E08000019,478.3,2.6,461.5,2.3,446.4,2.9,51.7,15.0,12.22,3.0,12.21,3.2,24.625,3.5,1.171,17.0,37.5,0.0,37.5,0.0,3.9,15.0
ualad09:Bradford,E08000032,446.4,2.9,428.2,2.7,414.7,2.7,54.0,16.0,11.37,2.6,11.37,2.9,23.468,3.7,1.174,16.0,37.5,0.0,37.5,0.1,4.3,16.0
ualad09:Calderdale,E08000033,479.7,5.2,469.6,4.5,458.3,4.0,,,12.55,5.4,12.54,5.4,25.279,10.0,1.707,19.0,37.4,0.3,37.4,0.3,,
ualad09:Kirklees,E08000034,488.2,3.6,455.5,4.4,448.9,4.3,62.4,17.0,12.13,4.2,11.99,4.5,25.291,4.3,,,37.5,1.0,37.5,0.0,4.7,19.0
ualad09:Leeds,E08000035,498.2,2.1,482.2,2.1,467.1,2.5,56.1,14.0,12.78,2.2,12.69,2.3,26.194,3.3,1.202,20.0,37.5,0.0,37.5,0.1,4.1,13.0
ualad09:Wakefield,E08000036,454.0,4.2,428.6,3.5,401.6,3.0,77.4,16.0,11.09,3.1,10.95,3.0,22.907,7.1,,,37.8,1.1,37.5,0.3,5.6,16.0
ualad09:Derby,E06000015,503.9,4.8,485.0,5.0,470.9,4.9,,,12.84,5.4,12.80,5.3,26.481,6.0,1.334,13.0,37.5,1.0,37.5,0.3,3.7,19.0
ualad09:Leicester,E06000016,412.5,4.1,385.0,3.2,379.8,3.8,,,10.25,3.4,10.21,3.3,21.785,5.8,,,37.5,1.0,37.5,0.0,,
ualad09:Nottingham,E06000018,414.8,3.6,404.1,3.4,392.0,3.5,43.8,20.0,10.73,3.3,10.59,3.3,22.308,6.7,,,37.5,0.2,37.5,0.3,,
ualad09:Rutland,E06000017,479.3,9.1,475.4,8.6,474.4,8.5,,,12.76,8.5,12.76,8.5,24.793,15.0,,,37.5,2.0,37.5,1.9,,
ualad09:Amber Valley,E07000032,501.3,6.2,479.1,6.2,449.1,5.4,,,12.67,6.1,12.61,6.0,25.349,7.4,,,37.5,1.0,37.5,0.1,,
ualad09:Bolsover,E07000033,422.8,8.0,397.6,9.4,380.8,9.8,,,10.36,8.5,10.26,9.2,23.216,9.0,,,38.6,1.7,37.5,1.6,,
ualad09:Chesterfield,E07000034,453.5,6.7,427.5,6.4,394.1,7.9,,,11.51,7.1,11.05,7.1,24.340,8.0,,,38.6,1.7,37.5,1.0,,
ualad09:Derbyshire Dales,E07000035,543.7,8.5,501.5,9.4,499.7,9.7,,,12.86,8.6,12.78,9.5,,,,,37.7,2.0,37.5,1.4,,
ualad09:Erewash,E07000036,529.6,6.8,497.0,7.6,463.6,7.6,,,12.70,7.5,12.75,6.8,27.475,7.3,,,37.9,1.0,37.5,0.6,,
ualad09:High Peak,E07000037,507.4,5.7,502.4,6.0,481.8,6.3,,,12.92,6.5,12.83,6.6,26.713,7.1,,,37.5,1.7,37.5,0.7,,
ualad09:North East Derbyshire,E07000038,488.4,7.3,476.0,6.5,467.8,5.7,,,12.63,7.9,12.54,8.0,25.706,8.4,,,37.5,1.1,37.5,0.3,,
ualad09:South Derbyshire,E07000039,524.8,6.3,513.5,6.5,475.2,6.4,,,13.09,7.4,13.06,7.3,27.593,14.0,,,38.0,1.7,37.5,1.0,,
ualad09:Blaby,E07000129,525.4,5.4,508.2,4.6,486.7,4.7,,,13.69,5.1,13.54,4.9,27.502,7.8,,,37.5,0.1,37.5,0.3,,
ualad09:Charnwood,E07000130,518.0,4.3,501.7,3.5,479.1,3.8,,,13.11,4.3,13.16,4.4,26.991,7.5,,,37.5,1.3,37.5,0.4,,
ualad09:Harborough,E07000131,553.6,6.8,522.5,6.5,519.4,5.5,,,13.83,6.2,13.62,6.5,29.352,11.0,,,37.5,1.0,37.5,0.1,,
ualad09:Hinckley and Bosworth,E07000132,477.8,8.2,462.5,8.1,449.6,6.9,,,12.13,8.5,11.90,8.9,25.116,10.0,,,37.5,1.4,37.5,0.3,,
ualad09:Melton,E07000133,427.1,9.9,411.6,11.0,405.6,11.0,,,10.71,10.0,10.67,10.0,23.440,11.0,,,38.9,1.6,38.0,1.4,,
ualad09:North West Leicestershire,E07000134,491.5,6.2,463.4,6.1,448.0,6.5,,,11.91,6.6,11.89,6.8,25.344,9.8,,,38.7,1.7,37.5,1.4,,
ualad09:Oadby and Wigston,E07000135,479.5,7.2,463.7,6.2,439.9,7.8,,,12.06,6.7,12.06,5.8,23.670,,,,37.5,2.1,37.4,0.3,,
ualad09:Boston,E07000136,411.1,6.5,364.4,7.5,355.3,6.9,,,9.34,6.6,9.11,6.4,20.915,13.0,,,40.0,1.6,39.0,1.1,,
ualad09:East Lindsey,E07000137,469.1,6.3,440.1,6.1,428.8,6.6,,,11.26,6.6,11.24,6.7,24.336,7.4,,,39.2,1.6,37.5,1.1,,
ualad09:Lincoln,E07000138,453.4,6.7,437.2,6.5,423.1,6.2,,,11.89,5.7,11.51,5.0,24.152,7.3,,,37.5,1.6,37.5,0.3,,
ualad09:North Kesteven,E07000139,465.2,7.9,447.6,8.2,447.6,7.8,,,11.80,7.0,11.79,6.7,24.890,7.6,,,37.5,1.1,37.4,0.3,,
ualad09:South Holland,E07000140,451.0,5.8,406.1,5.1,403.3,5.1,,,10.51,6.1,10.27,6.4,24.102,6.4,,,40.0,2.0,39.0,1.6,,
ualad09:South Kesteven,E07000141,512.0,6.2,478.5,6.3,460.6,6.6,,,12.38,8.3,12.30,7.7,27.225,6.7,,,38.2,1.7,37.5,1.2,,
ualad09:West Lindsey,E07000142,506.1,10.0,492.6,9.7,475.5,9.9,,,12.82,9.0,12.47,8.9,26.333,11.0,,,39.5,1.6,38.0,1.4,,
ualad09:Corby,E07000150,458.5,9.1,418.8,9.2,390.0,9.1,,,10.87,7.6,10.46,8.1,23.609,9.3,,,40.0,1.6,39.0,1.6,,
ualad09:Daventry,E07000151,559.4,11.0,527.4,11.0,518.5,10.0,,,14.31,12.0,14.30,12.0,31.118,9.9,,,37.5,1.7,37.5,1.1,,
ualad09:East Northamptonshire,E07000152,531.3,6.5,513.2,6.3,481.1,6.4,,,13.40,5.7,13.31,6.3,28.129,7.2,,,39.2,1.6,38.0,1.1,,
ualad09:Kettering,E07000153,496.2,5.7,488.6,4.6,482.4,5.4,,,13.13,5.0,13.12,5.3,25.888,6.4,,,37.5,1.1,37.5,0.1,,
ualad09:Northampton,E07000154,498.2,4.3,476.7,4.0,454.9,4.2,,,12.21,4.4,12.23,4.3,26.803,6.2,,,38.6,1.1,37.5,1.0,,
ualad09:South Northamptonshire,E07000155,534.9,8.7,534.9,8.4,519.4,11.0,,,14.10,8.5,14.10,8.5,29.872,8.9,,,37.5,1.0,37.5,,,
ualad09:Wellingborough,E07000156,450.9,8.4,432.1,8.9,402.6,8.2,,,11.12,8.0,11.13,8.9,24.115,17.0,,,39.0,1.6,38.0,1.0,,
ualad09:Ashfield,E07000170,410.2,4.9,383.3,4.8,379.7,4.8,,,10.10,5.2,10.00,5.2,21.690,13.0,,,39.0,1.5,37.9,1.0,,
ualad09:Bassetlaw,E07000171,478.8,6.4,448.6,6.1,432.1,6.0,,,11.38,6.7,11.35,6.3,24.826,8.3,,,37.7,1.3,37.5,1.0,,
ualad09:Broxtowe,E07000172,557.6,5.5,521.0,6.4,497.5,6.6,,,14.10,6.6,13.98,6.8,27.142,7.3,,,37.5,0.3,37.5,0.3,,
ualad09:Gedling,E07000173,502.7,6.4,492.4,5.8,467.7,6.5,,,13.19,6.1,13.03,5.7,26.379,9.2,,,37.5,0.5,37.5,0.3,,
ualad09:Mansfield,E07000174,408.2,4.9,386.9,5.3,372.0,5.5,,,9.79,6.1,9.69,6.2,21.155,7.5,,,39.0,1.6,37.5,1.0,,
ualad09:Newark and Sherwood,E07000175,443.8,8.0,427.4,6.0,424.0,6.6,,,11.32,6.2,11.36,6.0,22.797,7.3,,,37.5,1.7,37.5,0.6,,
ualad09:Rushcliffe,E07000176,594.8,6.6,588.9,7.4,561.2,6.6,,,15.69,7.3,15.69,7.3,33.330,8.3,,,37.5,0.3,37.4,0.3,,
ualad09:Herefordshire. County of,E06000019,412.6,6.3,409.2,6.1,399.8,5.4,,,10.25,4.8,10.24,5.0,21.241,7.4,,,39.0,1.6,37.5,1.0,,
ualad09:Shropshire,E06000051,504.7,4.9,479.8,5.1,469.7,4.5,,,12.56,4.3,12.46,4.4,27.515,5.8,,,38.1,1.0,37.5,0.3,4.2,18.0
ualad09:StokeonTrent,E06000021,434.9,3.6,418.4,3.1,405.3,3.1,,,10.83,4.2,10.75,4.1,22.058,5.4,,,38.5,1.0,37.5,0.9,,
ualad09:Telford and Wrekin,E06000020,459.4,5.1,440.8,4.7,423.1,4.4,,,11.57,5.1,11.43,5.2,23.489,6.5,,,37.8,0.8,37.5,0.9,,
ualad09:Cannock Chase,E07000192,477.9,6.0,438.0,6.5,421.8,6.3,,,11.12,6.7,11.07,7.1,24.565,7.2,,,39.0,1.6,38.0,1.0,,
ualad09:East Staffordshire,E07000193,492.5,6.7,476.9,6.0,470.8,6.1,,,12.50,6.4,12.42,5.4,25.853,7.0,,,39.1,1.2,38.0,1.1,,
ualad09:Lichfield,E07000194,615.4,8.2,596.2,10.0,575.3,11.0,,,15.36,9.4,15.26,9.7,29.997,17.0,,,37.5,0.7,37.4,0.3,,
ualad09:NewcastleunderLyme,E07000195,461.8,5.8,446.0,4.5,426.9,4.6,,,11.70,5.5,11.56,5.9,24.734,5.9,,,37.7,1.0,37.5,0.8,,
ualad09:South Staffordshire,E07000196,539.1,6.6,521.5,6.2,500.0,6.3,,,13.36,7.2,13.14,7.0,27.545,9.0,,,37.5,1.7,37.5,0.3,,
ualad09:Stafford,E07000197,538.7,6.5,526.0,6.1,514.9,5.7,,,13.98,5.5,13.94,5.8,28.497,8.1,,,37.5,0.6,37.4,0.3,,
ualad09:Staffordshire Moorlands,E07000198,520.0,5.9,480.9,5.3,475.6,5.7,,,12.79,5.8,12.68,5.4,26.276,7.6,,,37.8,1.2,37.5,1.1,,
ualad09:Tamworth,E07000199,483.1,8.3,468.1,8.0,455.2,8.0,,,11.67,8.4,11.67,8.2,24.929,10.0,,,39.0,1.6,37.5,1.5,,
ualad09:North Warwickshire,E07000218,490.0,6.8,473.9,6.7,444.8,6.8,,,12.41,6.5,12.27,6.2,26.133,8.8,,,38.4,1.4,37.5,1.1,,
ualad09:Nuneaton and Bedworth,E07000219,479.1,4.9,451.7,4.4,436.7,4.9,,,11.84,5.7,11.68,5.4,26.335,7.6,,,37.6,1.1,37.5,0.3,,
ualad09:Rugby,E07000220,573.3,5.3,570.9,6.2,549.3,7.1,,,14.70,7.4,14.80,7.3,29.691,9.3,,,37.5,1.0,37.5,0.0,,
ualad09:StratfordonAvon,E07000221,562.3,7.2,528.9,7.1,517.3,7.5,,,14.37,8.2,14.29,8.3,29.968,7.1,,,37.5,1.0,37.5,0.4,,
ualad09:Warwick,E07000222,547.8,4.8,536.6,5.0,533.7,5.4,,,14.42,5.1,14.37,5.1,29.024,5.2,,,37.5,0.5,37.4,0.3,,
ualad09:Birmingham,E08000025,479.1,2.4,458.4,2.2,443.7,2.0,61.5,9.7,12.25,2.2,12.20,2.4,24.397,3.9,949,8.0,37.5,0.6,37.5,0.0,4.6,13.0
ualad09:Coventry,E08000026,486.3,4.0,466.7,3.8,460.9,3.7,55.2,17.0,12.38,4.1,12.31,4.3,26.055,7.2,,,37.6,0.9,37.5,0.0,4.1,17.0
ualad09:Dudley,E08000027,479.1,4.2,453.5,4.1,433.0,4.0,,,11.88,3.9,11.51,4.5,24.347,6.1,,,37.8,1.0,37.5,0.2,,
ualad09:Sandwell,E08000028,432.6,3.1,414.1,3.7,399.7,3.3,54.2,15.0,10.75,2.7,10.75,2.7,22.363,8.4,717,20.0,37.5,1.0,37.5,0.3,,
ualad09:Solihull,E08000029,594.5,4.7,571.3,5.0,551.6,4.6,,,15.25,5.3,15.09,5.3,31.131,5.2,,,37.5,0.0,37.5,0.3,,
ualad09:Walsall,E08000030,430.6,4.1,421.0,4.2,414.9,3.9,,,11.02,4.4,11.00,4.5,22.348,5.6,,,37.5,1.0,37.5,0.0,,
ualad09:Wolverhampton,E08000031,433.0,4.3,412.0,4.8,399.3,4.0,,,10.94,4.8,10.89,4.7,23.777,5.1,,,37.6,0.9,37.5,0.0,,
ualad09:Bromsgrove,E07000234,575.2,7.5,562.5,7.3,551.7,7.1,,,14.69,7.8,14.37,8.0,32.028,9.1,,,37.5,0.3,37.4,0.3,,
ualad09:Malvern Hills,E07000235,454.2,12.0,454.2,11.0,454.2,11.0,,,12.28,11.0,12.30,10.0,27.920,16.0,,,37.5,1.4,37.5,0.4,,
ualad09:Redditch,E07000236,426.7,6.8,398.8,7.3,394.6,7.2,,,10.71,7.8,10.60,7.8,23.034,8.6,,,38.8,1.6,37.6,1.0,,
ualad09:Worcester,E07000237,501.7,6.2,468.3,6.3,456.8,5.3,,,12.50,5.7,12.39,5.7,26.535,15.0,,,37.5,1.6,37.5,0.3,,
ualad09:Wychavon,E07000238,480.9,5.6,466.8,6.5,448.9,5.4,,,11.90,7.1,11.82,7.3,25.203,6.7,,,37.6,1.0,37.5,1.0,,
ualad09:Wyre Forest,E07000239,464.0,7.0,446.6,7.3,427.6,8.1,,,11.74,7.4,11.62,7.4,23.100,8.7,,,38.6,1.6,37.5,1.3,,
ualad09:Bedford,E06000055,555.7,4.6,528.6,4.7,515.9,5.3,,,13.74,5.8,13.76,5.8,28.766,6.2,,,37.5,1.1,37.5,0.3,,
ualad09:Central Bedfordshire,E06000056,574.9,4.5,557.9,3.8,548.7,4.1,,,14.82,4.4,14.63,4.3,30.101,6.6,1.661,20.0,37.5,1.1,37.5,0.0,3.7,20.0
ualad09:Luton,E06000032,489.4,3.9,471.3,4.2,455.2,4.1,,,12.34,5.2,12.31,5.2,25.158,5.3,,,37.5,1.2,37.5,0.0,3.6,20.0
ualad09:Peterborough,E06000031,452.1,4.4,441.8,3.8,422.5,4.1,,,11.23,4.9,11.24,4.8,23.921,6.1,,,37.5,1.0,37.5,0.0,5.2,20.0
ualad09:SouthendonSea,E06000033,514.3,5.5,492.8,5.2,479.1,5.8,,,13.16,6.5,13.16,6.2,26.658,9.0,,,37.5,0.6,37.0,0.4,,
ualad09:Thurrock,E06000034,550.6,4.9,539.6,5.0,527.7,5.0,,,14.17,5.8,13.99,5.8,28.998,5.3,,,37.5,1.7,37.5,0.3,,
ualad09:Cambridge,E07000008,572.3,5.8,551.5,5.9,545.4,5.2,,,15.46,5.4,15.46,5.5,31.109,13.0,,,37.5,0.3,37.4,0.3,,
ualad09:East Cambridgeshire,E07000009,516.7,5.6,515.7,7.2,495.5,7.3,,,13.53,8.3,13.62,8.5,27.578,9.7,,,37.5,0.3,37.5,0.3,,
ualad09:Fenland,E07000010,456.6,6.5,429.2,6.2,417.4,6.5,,,10.82,5.7,10.86,6.3,24.255,11.0,,,39.0,1.6,38.3,1.0,,
ualad09:Huntingdonshire,E07000011,542.9,4.7,515.6,4.0,503.6,4.5,64.3,16.0,13.70,4.6,13.70,4.5,28.050,4.7,,,37.5,1.5,37.5,0.1,4.3,18.0
ualad09:South Cambridgeshire,E07000012,634.0,5.9,616.3,6.4,594.6,6.5,,,16.50,7.4,16.38,7.2,34.307,7.2,,,37.5,0.0,37.5,0.1,,
ualad09:Basildon,E07000066,577.8,5.1,554.3,5.8,549.0,5.7,,,14.82,6.4,14.81,6.6,30.449,7.7,,,37.5,0.0,37.5,0.0,,
